epoch   recon     ltr    case     attn     div     hit  recode  content        lr  time
   51  0.0059  0.0032  0.0010  -1.4158  0.0107  0.2845  0.0036   0.0409  0.000500  50.6s
   52  0.0058  0.0022  0.0008  -1.4161  0.0104  0.2874  0.0034   0.0284  0.000484  48.0s
   53  0.0059  0.0049  0.0011  -1.4160  0.0110  0.2906  0.0036   0.0307  0.000469  50.6s
   54  0.0056  0.0010  0.0014  -1.4165  0.0099  0.2815  0.0032   0.0199  0.000453  47.9s
   55  0.0059  0.0047  0.0018  -1.4157  0.0104  0.2853  0.0035   0.0428  0.000437  50.7s
   56  0.0063  0.0198  0.0040  -1.4156  0.0119  0.2975  0.0041   0.0403  0.000422  48.0s
   57  0.0052  0.0004  0.0000  -1.4166  0.0094  0.2764  0.0026   0.0343  0.000406  50.8s
   58  0.0051  0.0012  0.0001  -1.4164  0.0086  0.2748  0.0025   0.0311  0.000391  48.3s
   59  0.0052  0.0011  0.0008  -1.4155  0.0091  0.2743  0.0025   0.0296  0.000376  50.6s
   60  0.0050  0.0003  0.0000  -1.4162  0.0082  0.2697  0.0023   0.0261  0.000361  48.2s
   61  0.0049  0.0006  0.0000  -1.4165  0.0077  0.2678  0.0021   0.0267  0.000345  51.4s
   62  0.0052  0.0025  0.0017  -1.4156  0.0078  0.2688  0.0025   0.0449  0.000331  48.8s
   63  0.0049  0.0019  0.0001  -1.4166  0.0073  0.2584  0.0021   0.0335  0.000316  50.8s
   64  0.0048  0.0006  0.0000  -1.4167  0.0072  0.2631  0.0019   0.0261  0.000301  48.0s
   65  0.0047  0.0001  0.0001  -1.4164  0.0068  0.2600  0.0017   0.0308  0.000287  50.7s
   66  0.0048  0.0017  0.0004  -1.4166  0.0068  0.2550  0.0019   0.0393  0.000273  47.8s
   67  0.0047  0.0016  0.0000  -1.4161  0.0067  0.2539  0.0018   0.0385  0.000259  50.6s
   68  0.0047  0.0001  0.0001  -1.4168  0.0064  0.2549  0.0017   0.0362  0.000245  47.9s
   69  0.0045  0.0001  0.0000  -1.4174  0.0058  0.2514  0.0014   0.0253  0.000232  50.6s
   70  0.0045  0.0001  0.0000  -1.4170  0.0061  0.2522  0.0014   0.0305  0.000219  48.3s
   71  0.0045  0.0004  0.0000  -1.4169  0.0060  0.2513  0.0014   0.0255  0.000206  50.7s
   72  0.0045  0.0001  0.0000  -1.4166  0.0056  0.2439  0.0013   0.0312  0.000194  48.0s
   73  0.0044  0.0000  0.0000  -1.4167  0.0053  0.2411  0.0012   0.0284  0.000181  50.7s
   74  0.0045  0.0003  0.0001  -1.4175  0.0056  0.2438  0.0014   0.0230  0.000169  48.0s
   75  0.0043  0.0000  0.0000  -1.4173  0.0048  0.2376  0.0010   0.0263  0.000158  50.7s
   76  0.0043  0.0000  0.0000  -1.4171  0.0046  0.2355  0.0010   0.0275  0.000146  47.9s
   77  0.0043  0.0001  0.0000  -1.4172  0.0047  0.2348  0.0010   0.0206  0.000136  50.7s
   78  0.0043  0.0001  0.0000  -1.4165  0.0046  0.2343  0.0009   0.0260  0.000125  48.1s
   79  0.0042  0.0000  0.0000  -1.4171  0.0042  0.2298  0.0008   0.0223  0.000115  50.8s
   80  0.0043  0.0002  0.0014  -1.4168  0.0043  0.2312  0.0010   0.0242  0.000105  48.0s
   81  0.0043  0.0000  0.0000  -1.4170  0.0047  0.2362  0.0010   0.0254  0.000095  50.6s
   82  0.0041  0.0001  0.0000  -1.4167  0.0041  0.2307  0.0008   0.0250  0.000086  48.0s
   83  0.0042  0.0009  0.0002  -1.4172  0.0042  0.2322  0.0009   0.0231  0.000078  50.7s
   84  0.0041  0.0000  0.0000  -1.4177  0.0040  0.2309  0.0007   0.0202  0.000070  48.1s
   85  0.0041  0.0000  0.0000  -1.4173  0.0040  0.2287  0.0007   0.0194  0.000062  50.8s
   86  0.0041  0.0000  0.0000  -1.4170  0.0039  0.2291  0.0007   0.0200  0.000054  48.0s
   87  0.0041  0.0000  0.0000  -1.4172  0.0037  0.2267  0.0006   0.0182  0.000048  50.5s
   88  0.0040  0.0000  0.0000  -1.4175  0.0037  0.2260  0.0006   0.0159  0.000041  47.8s
   89  0.0040  0.0000  0.0000  -1.4171  0.0036  0.2253  0.0006   0.0196  0.000035  50.5s
   90  0.0040  0.0000  0.0000  -1.4171  0.0035  0.2242  0.0006   0.0159  0.000030  47.8s
   91  0.0040  0.0000  0.0000  -1.4171  0.0035  0.2241  0.0006   0.0161  0.000024  50.8s
   92  0.0040  0.0000  0.0000  -1.4171  0.0035  0.2243  0.0006   0.0171  0.000020  48.0s
   93  0.0040  0.0000  0.0000  -1.4171  0.0034  0.2237  0.0006   0.0162  0.000016  50.4s
   94  0.0040  0.0000  0.0000  -1.4172  0.0034  0.2237  0.0006   0.0158  0.000012  48.0s
   95  0.0040  0.0000  0.0000  -1.4172  0.0034  0.2229  0.0005   0.0161  0.000009  50.8s
   96  0.0040  0.0000  0.0000  -1.4172  0.0034  0.2231  0.0005   0.0165  0.000006  50.8s
   97  0.0040  0.0000  0.0000  -1.4172  0.0034  0.2227  0.0005   0.0167  0.000004  48.0s
   98  0.0040  0.0000  0.0000  -1.4171  0.0034  0.2226  0.0005   0.0158  0.000002  50.4s
   99  0.0040  0.0000  0.0000  -1.4172  0.0033  0.2226  0.0005   0.0158  0.000001  47.8s
  100  0.0040  0.0000  0.0000  -1.4172  0.0033  0.2224  0.0005   0.0150  0.000000  50.8s
